Administrative Info;;;;;;;Taxonomy / Path;;;;;
Key;Possible Values;Match Partner KEY/Value;Private/
Public;Price (assumed to be CPM);Release Date;BK 
Category ID;Level1;Level2;Level3;Level4;Description;Notes/Comments
;;;;;;;;;;;OGURY data is unique, high quality, directly ingested mobile-specific data. We collect this data using a proprietary algorithm crunching billions of data points from over an ever-growing 150M+ active user base.;Top Level Description
og251;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;CafePress;;;Users who have shown high brand affinity with CafePress;
og252;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Capital One;;;Users who have shown high brand affinity with Capital One;
og253;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Carter's;;;Users who have shown high brand affinity with Carter's;
og254;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Charlotte Russe;;;Users who have shown high brand affinity with Charlotte Russe;
og255;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Chase;;;Users who have shown high brand affinity with Chase;
og256;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Cheapflights;;;Users who have shown high brand affinity with Cheapflights;
og257;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Chilis;;;Users who have shown high brand affinity with Chilis;
og258;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Choice Hotels;;;Users who have shown high brand affinity with Choice Hotels;
og259;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Cinemark;;;Users who have shown high brand affinity with Cinemark;
og260;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Coach;;;Users who have shown high brand affinity with Coach;
og261;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Costco;;;Users who have shown high brand affinity with Costco;
og262;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Coupons.com;;;Users who have shown high brand affinity with Coupons.com;
og263;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;CVS/pharmacy;;;Users who have shown high brand affinity with CVS/pharmacy;
og264;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Dell Home & Home Office;;;Users who have shown high brand affinity with Dell Home & Home Office;
og265;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Delta;;;Users who have shown high brand affinity with Delta;
og266;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Diapers.com;;;Users who have shown high brand affinity with Diapers.com;
og267;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Dick's Sporting Goods;;;Users who have shown high brand affinity with Dick's Sporting Goods;
og268;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Dillard's;;;Users who have shown high brand affinity with Dillard's;
og269;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;DIRECTV;;;Users who have shown high brand affinity with DIRECTV;
og270;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Discovery Channel Store;;;Users who have shown high brand affinity with Discovery Channel Store;
og271;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Disney Store;;;Users who have shown high brand affinity with Disney Store;
og272;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Dollar General;;;Users who have shown high brand affinity with Dollar General;
og273;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Dollar Tree;;;Users who have shown high brand affinity with Dollar Tree;
og274;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Domino's Pizza;;;Users who have shown high brand affinity with Domino's Pizza;
og275;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;DrJays;;;Users who have shown high brand affinity with DrJays;
og276;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;DSW;;;Users who have shown high brand affinity with DSW;
og277;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Dunkin' Donuts;;;Users who have shown high brand affinity with Dunkin' Donuts;
og278;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Eastbay;;;Users who have shown high brand affinity with Eastbay;
og279;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;eBay;;;Users who have shown high brand affinity with eBay;
og280;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Edible Arrangements;;;Users who have shown high brand affinity with Edible Arrangements;
og281;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Enterprise Rent-A-Car;;;Users who have shown high brand affinity with Enterprise Rent-A-Car;
og282;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Etsy;;;Users who have shown high brand affinity with Etsy;
og283;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;EverSave;;;Users who have shown high brand affinity with EverSave;
og284;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Expedia;;;Users who have shown high brand affinity with Expedia;
og285;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Express;;;Users who have shown high brand affinity with Express;
og286;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Famous Footwear;;;Users who have shown high brand affinity with Famous Footwear;
og287;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Fandango;;;Users who have shown high brand affinity with Fandango;
og288;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Fingerhut;;;Users who have shown high brand affinity with Fingerhut;
og289;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Finish Line;;;Users who have shown high brand affinity with Finish Line;
og290;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Foot Locker;;;Users who have shown high brand affinity with Foot Locker;
og291;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Forever 21;;;Users who have shown high brand affinity with Forever 21;
og292;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;FragranceNet.com;;;Users who have shown high brand affinity with FragranceNet.com;
og293;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Fry's;;;Users who have shown high brand affinity with Fry's;
og294;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;GameStop;;;Users who have shown high brand affinity with GameStop;
og295;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Gap;;;Users who have shown high brand affinity with Gap;
og296;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;GNC;;;Users who have shown high brand affinity with GNC;
og297;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Google Play;;;Users who have shown high brand affinity with Google Play;
og298;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Groupon;;;Users who have shown high brand affinity with Groupon;
og299;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Guitar Center;;;Users who have shown high brand affinity with Guitar Center;
og300;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Gymboree;;;Users who have shown high brand affinity with Gymboree;
og301;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;H&M;;;Users who have shown high brand affinity with H&M;
og302;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;H&R Block At Home;;;Users who have shown high brand affinity with H&R Block At Home;
og303;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;HauteLook;;;Users who have shown high brand affinity with HauteLook;
og304;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Hayneedle;;;Users who have shown high brand affinity with Hayneedle;
og305;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Hilton;;;Users who have shown high brand affinity with Hilton;
og306;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Home Depot;;;Users who have shown high brand affinity with Home Depot;
og307;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Hot Topic;;;Users who have shown high brand affinity with Hot Topic;
og308;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Hotels.com;;;Users who have shown high brand affinity with Hotels.com;
og309;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Hotwire;;;Users who have shown high brand affinity with Hotwire;
og310;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;HP Home & Home Office;;;Users who have shown high brand affinity with HP Home & Home Office;
og311;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;HSN;;;Users who have shown high brand affinity with HSN;
og312;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;ideeli;;;Users who have shown high brand affinity with ideeli;
og313;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;IHOP;;;Users who have shown high brand affinity with IHOP;
og314;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;IKEA;;;Users who have shown high brand affinity with IKEA;
og315;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;JCPenney;;;Users who have shown high brand affinity with JCPenney;
og316;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;JetBlue;;;Users who have shown high brand affinity with JetBlue;
og317;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Jo-Ann;;;Users who have shown high brand affinity with Jo-Ann;
og318;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Joss & Main;;;Users who have shown high brand affinity with Joss & Main;
og319;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;JustFab;;;Users who have shown high brand affinity with JustFab;
og320;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Justice;;;Users who have shown high brand affinity with Justice;
og321;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Kay Jewelers;;;Users who have shown high brand affinity with Kay Jewelers;
og322;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Kirkland's Home Decor;;;Users who have shown high brand affinity with Kirkland's Home Decor;
og323;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Kmart;;;Users who have shown high brand affinity with Kmart;
og324;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Kohl's;;;Users who have shown high brand affinity with Kohl's;
og325;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Kroger;;;Users who have shown high brand affinity with Kroger;
og326;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Lane Bryant;;;Users who have shown high brand affinity with Lane Bryant;
og327;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;LEGO;;;Users who have shown high brand affinity with LEGO;
og328;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Levi's;;;Users who have shown high brand affinity with Levi's;
og329;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Lids;;;Users who have shown high brand affinity with Lids;
og330;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;LivingSocial;;;Users who have shown high brand affinity with LivingSocial;
og331;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Longhorn Steakhouse;;;Users who have shown high brand affinity with Longhorn Steakhouse;
og332;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Lowe's;;;Users who have shown high brand affinity with Lowe's;
og333;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Macy's;;;Users who have shown high brand affinity with Macy's;
og334;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Marriott;;;Users who have shown high brand affinity with Marriott;
og335;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Match.com;;;Users who have shown high brand affinity with Match.com;
og336;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Maurices;;;Users who have shown high brand affinity with Maurices;
og337;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Meijer;;;Users who have shown high brand affinity with Meijer;
og338;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Michael's;;;Users who have shown high brand affinity with Michael's;
og339;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Mint.com;;;Users who have shown high brand affinity with Mint.com;
og340;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;MLB.com;;;Users who have shown high brand affinity with MLB.com;
og341;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;ModCloth;;;Users who have shown high brand affinity with ModCloth;
og342;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Montgomery Ward;;;Users who have shown high brand affinity with Montgomery Ward;
og343;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;MYHABIT;;;Users who have shown high brand affinity with MYHABIT;
og344;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;NASCAR Superstore;;;Users who have shown high brand affinity with NASCAR Superstore;
og345;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;National Geographic;;;Users who have shown high brand affinity with National Geographic;
og346;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;NBA Store;;;Users who have shown high brand affinity with NBA Store;
og347;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Neiman Marcus;;;Users who have shown high brand affinity with Neiman Marcus;
og348;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Netflix;;;Users who have shown high brand affinity with Netflix;
og349;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;New Balance;;;Users who have shown high brand affinity with New Balance;
og350;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;New York & Company;;;Users who have shown high brand affinity with New York & Company;
og351;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Newegg;;;Users who have shown high brand affinity with Newegg;
og352;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;NFL Shop;;;Users who have shown high brand affinity with NFL Shop;
og353;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Nike;;;Users who have shown high brand affinity with Nike;
og354;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;No More Rack;;;Users who have shown high brand affinity with No More Rack;
og355;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Nordstrom;;;Users who have shown high brand affinity with Nordstrom;
og356;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Office Depot;;;Users who have shown high brand affinity with Office Depot;
og357;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Old Navy;;;Users who have shown high brand affinity with Old Navy;
og358;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Olive Garden;;;Users who have shown high brand affinity with Olive Garden;
og359;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;OneStopPlus;;;Users who have shown high brand affinity with OneStopPlus;
og360;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Orbitz;;;Users who have shown high brand affinity with Orbitz;
og361;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Oriental Trading Company;;;Users who have shown high brand affinity with Oriental Trading Company;
og362;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Outback Steakhouse;;;Users who have shown high brand affinity with Outback Steakhouse;
og363;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Overstock;;;Users who have shown high brand affinity with Overstock;
og364;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Papa John's;;;Users who have shown high brand affinity with Papa John's;
og365;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Party City Store;;;Users who have shown high brand affinity with Party City Store;
og366;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Payless Shoes;;;Users who have shown high brand affinity with Payless Shoes;
og367;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;PETCO;;;Users who have shown high brand affinity with PETCO;
og368;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;PetSmart;;;Users who have shown high brand affinity with PetSmart;
og369;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Pizza Hut;;;Users who have shown high brand affinity with Pizza Hut;
og370;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Pottery Barn;;;Users who have shown high brand affinity with Pottery Barn;
og371;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Pottery Barn Kids;;;Users who have shown high brand affinity with Pottery Barn Kids;
og372;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Priceline;;;Users who have shown high brand affinity with Priceline;
og373;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;ProFlowers;;;Users who have shown high brand affinity with ProFlowers;
og374;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Quality Health;;;Users who have shown high brand affinity with Quality Health;
og375;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;QVC;;;Users who have shown high brand affinity with QVC;
og376;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;RadioShack;;;Users who have shown high brand affinity with RadioShack;
og377;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Ralph Lauren;;;Users who have shown high brand affinity with Ralph Lauren;
og378;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Red Lobster;;;Users who have shown high brand affinity with Red Lobster;
og379;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Redbox;;;Users who have shown high brand affinity with Redbox;
og380;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;REI;;;Users who have shown high brand affinity with REI;
og381;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Restaurant.com;;;Users who have shown high brand affinity with Restaurant.com;
og382;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;RiteAid;;;Users who have shown high brand affinity with RiteAid;
og383;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Safeway;;;Users who have shown high brand affinity with Safeway;
og384;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Saks;;;Users who have shown high brand affinity with Saks;
og385;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Sally Beauty Supply;;;Users who have shown high brand affinity with Sally Beauty Supply;
og386;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Sam's Club;;;Users who have shown high brand affinity with Sam's Club;
og387;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Samsung;;;Users who have shown high brand affinity with Samsung;
og388;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Sears;;;Users who have shown high brand affinity with Sears;
og389;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Sephora;;;Users who have shown high brand affinity with Sephora;
og390;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Seventh Avenue;;;Users who have shown high brand affinity with Seventh Avenue;
og391;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;ShoeDazzle;;;Users who have shown high brand affinity with ShoeDazzle;
og392;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Shutterfly;;;Users who have shown high brand affinity with Shutterfly;
og393;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Skype;;;Users who have shown high brand affinity with Skype;
og394;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Southwest Airlines;;;Users who have shown high brand affinity with Southwest Airlines;
og395;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Sports Authority;;;Users who have shown high brand affinity with Sports Authority;
og396;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Sprint;;;Users who have shown high brand affinity with Sprint;
og397;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Staples;;;Users who have shown high brand affinity with Staples;
og398;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Starwood Hotels Resorts;;;Users who have shown high brand affinity with Starwood Hotels Resorts;
og399;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Subway;;;Users who have shown high brand affinity with Subway;
og400;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;T-Mobile;;;Users who have shown high brand affinity with T-Mobile;
og401;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Target;;;Users who have shown high brand affinity with Target;
og402;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Texas Roadhouse;;;Users who have shown high brand affinity with Texas Roadhouse;
og403;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;TGI Fridays;;;Users who have shown high brand affinity with TGI Fridays;
og404;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;The Children's Place;;;Users who have shown high brand affinity with The Children's Place;
og405;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;The Knot;;;Users who have shown high brand affinity with The Knot;
og406;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;The North Face;;;Users who have shown high brand affinity with The North Face;
og407;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Toys'R'Us;;;Users who have shown high brand affinity with Toys'R'Us;
og408;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Travelocity;;;Users who have shown high brand affinity with Travelocity;
og409;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Travelzoo;;;Users who have shown high brand affinity with Travelzoo;
og410;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;TripAdvisor;;;Users who have shown high brand affinity with TripAdvisor;
og411;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;TurboTax;;;Users who have shown high brand affinity with TurboTax;
og412;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;UGG Australia;;;Users who have shown high brand affinity with UGG Australia;
og413;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;ULTA;;;Users who have shown high brand affinity with ULTA;
og414;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Under Armour;;;Users who have shown high brand affinity with Under Armour;
og415;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;United;;;Users who have shown high brand affinity with United;
og416;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Urban Outfitters;;;Users who have shown high brand affinity with Urban Outfitters;
og417;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Verizon Wireless;;;Users who have shown high brand affinity with Verizon Wireless;
og418;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Victoria's Secret;;;Users who have shown high brand affinity with Victoria's Secret;
og419;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Vistaprint;;;Users who have shown high brand affinity with Vistaprint;
og420;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Walgreens;;;Users who have shown high brand affinity with Walgreens;
og421;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Walmart;;;Users who have shown high brand affinity with Walmart;
og422;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Wayfair;;;Users who have shown high brand affinity with Wayfair;
og423;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Weight Watchers;;;Users who have shown high brand affinity with Weight Watchers;
og424;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Wet Seal;;;Users who have shown high brand affinity with Wet Seal;
og425;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Yelp;;;Users who have shown high brand affinity with Yelp;
og426;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Zales;;;Users who have shown high brand affinity with Zales;
og427;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Zappos;;;Users who have shown high brand affinity with Zappos;
og428;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;Zazzle;;;Users who have shown high brand affinity with Zazzle;
og429;1;ADID;public;$1.50;2015-10-18;TBD; Brand Affinity;zulily;;;Users who have shown high brand affinity with zulily;
